aluguel,CEP,Município,Bairro,Logradouro,Condomínio,IPTU,Tamanho,Vagas na garagem,Área útil,Banheiros,Tipo,Aluguel + Condomínio,Detalhes do imóvel,Detalhes do condomínio,Área construída,Acomoda,Características
35.000,26574530,Mesquita,BNH,Avenida Nilo Peçanha,R$ 0,R$ 670,4000m²,,,,,,,,,,
3.500,22775045,Rio de Janeiro,Jacarepaguá,Rua Alfredo Ceschiatti,R$ 1.350,R$ 200,,1,91m²,2,Padrão,R$ 4.850,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Elevador, Piscina, Salão de festas",,,
1.900,24030230,Niterói,Centro,Rua Professor Heitor Carrilho,R$ 650,R$ 150,,1,69m²,2,Padrão,R$ 2.550,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
420.000,24030230,Niterói,Centro,Rua Professor Heitor Carrilho,R$ 650,R$ 150,,1,69m²,2,Padrão,,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
800.000,20551100,Rio de Janeiro,Vila Isabel,Rua Engenheiro Gama Lobo,R$ 970,R$ 133,,1,,3,Casa de condomínio,,Churrasqueira,,149m²,,
1.600,21931600,Rio de Janeiro,Portuguesa,Rua Emídia Espíndola de Araujo,R$ 0,R$ 138,,,,1,Padrão,R$ 1.600,Área de serviço,,85m²,,
1.000,21321160,Rio de Janeiro,Praça Seca,Rua Gastão Taveira,,R$ 140,,0,,1,Casa de condomínio,R$ 1.000,"Área de serviço, Armários na cozinha, Armários no quarto, Quarto de serviço","Área murada, Condomínio fechado, Permitido animais",60m²,,
400,20770140,Rio de Janeiro,Todos os Santos,Rua Gonzaga de Campos,,,,,,,,,,,,,
,24230062,Niterói,Icaraí,Rua Ator Paulo Gustavo - de 86 a 180 - lado par,,,1330m²,5 ou mais,,,,,,,,,
3.800,20550200,Rio de Janeiro,Maracanã,Rua Oito de Dezembro - até 228/229,R$ 650,R$ 130,,1,80m²,2,Padrão,R$ 4.450,Varanda,"Academia, Condomínio fechado, Elevador, Piscina, Portaria, Salão de festas, Segurança 24h",,,
800,23016450,Rio de Janeiro,Campo Grande,Rua Rotari,,,,2,,1,Padrão,R$ 800,Varanda,Área murada,,,
950,23092093,Rio de Janeiro,Campo Grande,Rua Antônio Carlos Belchior,,,,1,47m²,1,Padrão,R$ 950,"Área de serviço, Armários na cozinha, Churrasqueira, Varanda","Academia, Condomínio fechado, Permitido animais, Piscina, Portaria, Salão de festas, Segurança 24h",,,
1.500,20530290,Rio de Janeiro,Tijuca,Rua Embaixador Ramon Carcano,R$ 870,R$ 87,,1,70m²,2,Padrão,R$ 2.370,"Churrasqueira, Piscina","Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
13.000,22776040,Rio de Janeiro,Barra da Tijuca,Rua das Bromélias da Península,R$ 2.475,R$ 554,,1,151m²,3,Padrão,R$ 15.475,"Academia, Ar condicionado, Piscina","Academia, Condomínio fechado, Piscina",,,
8.000,20910061,Rio de Janeiro,São Cristóvão,Rua São Luiz Gonzaga - até 909 - lado ímpar,R$ 10,R$ 417,171m²,1,,,,,,,,,
2.400,22410904,Rio de Janeiro,Ipanema,Rua Visconde de Pirajá - até 338 - lado par,R$ 1.253,R$ 492,30m²,1,,,,,,,,,
800,25271170,Duque de Caxias,Parque Santo Antônio,Rua Três,R$ 0,R$ 0,,0,,1,Padrão,R$ 800,Área de serviço,,100m²,,
1.450,20511010,Rio de Janeiro,Maracanã,Rua Felipe Camarão,,,12m²,0,,,,,,,,,
4.500,22210030,Rio de Janeiro,Flamengo,Praia do Flamengo - até 193/194,R$ 1.590,R$ 450,,1,160m²,2,Padrão,R$ 6.090,"Ar condicionado, Área de serviço, Armários na cozinha, Armários no quarto, Quarto de serviço","Elevador, Permitido animais, Portaria, Segurança 24h",,,
900,20520051,Rio de Janeiro,Tijuca,Rua Conde de Bonfim - de 0225 a 0529 - lado ímpar,R$ 550,R$ 192,23m²,0,,,,,,,,,
750,20520051,Rio de Janeiro,Tijuca,Rua Conde de Bonfim - de 0225 a 0529 - lado ímpar,R$ 470,R$ 166,18m²,0,,,,,,,,,
1.400,20775000,Rio de Janeiro,Todos os Santos,Rua Getúlio - até 99999 - lado ímpar,R$ 643,R$ 66,,1,65m²,1,Padrão,R$ 2.043,,,,,
700,20520051,Rio de Janeiro,Tijuca,Rua Conde de Bonfim - de 0225 a 0529 - lado ímpar,R$ 435,R$ 174,19m²,0,,,,,,,,,
900,21350150,Rio de Janeiro,Madureira,Rua Borneo,R$ 50,R$ 0,,,70m²,1,Padrão,R$ 950,,"Condomínio fechado, Permitido animais",,,
1.700,21930007,Rio de Janeiro,Ribeira,Estrada do Rio Jequia - até 26/27,R$ 550,R$ 82,,1,70m²,2,Padrão,R$ 2.250,Varanda,Salão de festas,,,
2.790.000,22790879,Rio de Janeiro,Recreio dos Bandeirantes,Estrada Vereador Alceu de Carvalho,R$ 1.400,R$ 1,,4,,5 ou mais,Padrão,,"Ar condicionado, Churrasqueira, Mobiliado, Piscina, Porteiro 24h","Academia, Condomínio fechado, Piscina, Portão eletrônico",350m²,,
1.050,26265190,Nova Iguaçu,Jardim Alvorada,Rua Luísa Dias Martins,R$ 325,R$ 42,,0,46m²,1,Padrão,R$ 1.375,"Churrasqueira, Piscina","Condomínio fechado, Permitido animais, Piscina, Segurança 24h",,,
500.000,21540020,Rio de Janeiro,Rocha Miranda,Rua dos Topázios,R$ 0,R$ 948,270m²,,,,,,,,,,
2.600,21940240,Rio de Janeiro,Jardim Guanabara,Rua Henrique Lacombe,R$ 434,R$ 121,,0,70m²,3,Padrão,R$ 3.034,,,,,
700,22755001,Rio de Janeiro,Freguesia (Jacarepaguá),Estrada dos Três Rios - até 271 - lado ímpar,R$ 500,R$ 165,28m²,0,,,,,,,,,
80.000,22755001,Rio de Janeiro,Freguesia (Jacarepaguá),Estrada dos Três Rios - até 271 - lado ímpar,R$ 500,R$ 165,28m²,0,,,,,,,,,
4.000,20220530,Rio de Janeiro,Gamboa,Rua do Propósito,R$ 0,R$ 593,244m²,,,,,,,,,,
800,26215342,Nova Iguaçu,Centro,Rua Otávio Tarquino - de 296 ao fim - lado par,R$ 200,R$ 100,,1,60m²,1,Padrão,R$ 1.000,,,,,
2.500,26010340,Nova Iguaçu,Vila Catia,Rua Tenório Cavalcanti,R$ 0,R$ 0,,1,48m²,1,Padrão,R$ 2.500,"Academia, Churrasqueira, Mobiliado, Piscina","Academia, Condomínio fechado, Permitido animais, Piscina, Portaria, Salão de festas",,,
41.273,25245810,Duque de Caxias,Mantiquira,Estrada Rio Douro,R$ 9.280,R$ 1.472,1968m²,,,,,,,,,,
2.000,22061000,Rio de Janeiro,Copacabana,Rua Pompeu Loureiro,R$ 751,R$ 126,,0,40m²,1,Padrão,R$ 2.751,,Elevador,,,
250.000,22775003,Rio de Janeiro,Barra da Tijuca,Avenida Ayrton Senna - de 662 a 3200 - lado par,R$ 0,R$ 3.836,27m²,1,,,,,,,,,
6.000,23020185,Rio de Janeiro,Guaratiba,Rua Graziele,R$ 0,R$ 0,,0,,,,,,,,,
2.100,22630010,Rio de Janeiro,Barra da Tijuca,Avenida Lúcio Costa - de 3102 a 3604 - lado par,R$ 800,R$ 197,,1,33m²,1,Kitnet,R$ 2.900,,,,,
2.400.000,21931230,Rio de Janeiro,Jardim Guanabara,Rua Babaçu,R$ 1.197,R$ 1.439,,3,400m²,1,Cobertura,,"Ar condicionado, Área de serviço, Churrasqueira, Piscina, Varanda","Elevador, Piscina",,,
15.000,21931230,Rio de Janeiro,Jardim Guanabara,Rua Babaçu,R$ 1.197,R$ 1.439,,3,400m²,1,Cobertura,R$ 16.197,"Ar condicionado, Área de serviço, Churrasqueira, Piscina, Varanda","Elevador, Piscina",,,
1.200,21911180,Rio de Janeiro,Freguesia (Ilha do Governador),Rua Silveira Sampaio,R$ 414,R$ 0,,,53m²,1,Padrão,R$ 1.614,Área de serviço,,,,
15.000,22431004,Rio de Janeiro,Leblon,Avenida Bartolomeu Mitre - de 496 a 1110 - lado par,R$ 0,R$ 24.000,137m²,,,,,,,,,,
6.800,25961150,Teresópolis,Alto,Rua Alfredo Rebello Filho - de 1053/1054 ao fim,R$ 0,R$ 429,,5 ou mais,220m²,3,Padrão,R$ 6.800,,,,,
15.000,20720010,Rio de Janeiro,Méier,Rua Dias da Cruz - até 473 - lado ímpar,R$ 0,R$ 641,99m²,,,,,,,,,,
3.800,22050002,Rio de Janeiro,Copacabana,Avenida Nossa Senhora de Copacabana - de 583 a 831 - lado ímpar,R$ 899,R$ 297,,,85m²,1,Padrão,R$ 4.699,"Ar condicionado, Área de serviço",Elevador,,,
1.000,21911180,Rio de Janeiro,Freguesia (Ilha do Governador),Rua Silveira Sampaio,R$ 400,R$ 0,,1,55m²,1,Padrão,R$ 1.400,Área de serviço,,,,
3.000.000,22450002,Rio de Janeiro,Leblon,Avenida Visconde de Albuquerque - de 498 ao fim - lado par,R$ 2.500,R$ 9.500,,1,85m²,2,Padrão,,"Ar condicionado, Mobiliado",,,,
850,22725030,Rio de Janeiro,Taquara,Estrada do Cafundá - de 1075 ao fim - lado ímpar,R$ 400,R$ 0,,1,56m²,2,Padrão,R$ 1.250,"Academia, Churrasqueira","Academia, Condomínio fechado, Elevador, Permitido animais, Portaria, Salão de festas",,,
17.000,20241180,Rio de Janeiro,Glória,Rua da Glória,R$ 2.500,R$ 2.899,290m²,2,,,,,,,,,
6.000,21940480,Rio de Janeiro,Jardim Guanabara,Rua Uca,R$ 900,R$ 500,,2,148m²,4,Padrão,R$ 6.900,"Área de serviço, Churrasqueira, Piscina, Varanda","Elevador, Piscina",,,
900,25251085,Duque de Caxias,Chácaras Arcampo,Avenida do Parque,R$ 0,R$ 0,,1,,1,Casa de condomínio,R$ 900,"Churrasqueira, Piscina","Condomínio fechado, Permitido animais, Piscina, Portão eletrônico",90m²,,
7.000.000,22630011,Rio de Janeiro,Barra da Tijuca,Avenida Lúcio Costa - de 3606 a 4998 - lado par,R$ 6.581,R$ 2.587,,3,292m²,5 ou mais,Padrão,,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
25.000,22630011,Rio de Janeiro,Barra da Tijuca,Avenida Lúcio Costa - de 3606 a 4998 - lado par,R$ 6.581,R$ 2.587,,3,292m²,5 ou mais,Padrão,R$ 31.581,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
850,20740630,Rio de Janeiro,Piedade,Travessa Faria Machado,R$ 0,R$ 0,,,45m²,1,Padrão,R$ 850,,,,,
6.500,20520054,Rio de Janeiro,Tijuca,Rua Conde de Bonfim - de 0188 a 0528 - lado par,R$ 0,R$ 841,66m²,,,,,,,,,,
60.000,22430041,Rio de Janeiro,Leblon,Avenida Borges de Medeiros - até 1111 - lado ímpar,R$ 3.020,R$ 6.570,312m²,4,,,,,,,,,
1.200,22763070,Rio de Janeiro,Freguesia (Jacarepaguá),Rua Geovani de Castro,R$ 614,R$ 0,,1,56m²,1,Padrão,R$ 1.814,"Área de serviço, Churrasqueira, Piscina","Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
5.000,21921640,Rio de Janeiro,Cacuia,Rua Iaco,R$ 0,R$ 1.251,446m²,0,,,,,,,,,
2.690,20510390,Rio de Janeiro,Tijuca,Rua Mário Barreto,R$ 1.600,R$ 245,,1,137m²,2,Padrão,R$ 4.290,Ar condicionado,Elevador,,,
1.500,22031071,Rio de Janeiro,Copacabana,Rua Siqueira Campos - de 1 ao fim - lado ímpar,R$ 0,R$ 0,32m²,1,,,,,,,,,
700,26261220,Nova Iguaçu,da Luz,Rua Ministro Lafaiete de Andrade,R$ 520,R$ 89,,1,55m²,1,Padrão,R$ 1.220,,,,,
190.000,20040904,Rio de Janeiro,Centro,Avenida Rio Branco - de 221 ao fim - lado ímpar,R$ 632,R$ 210,30m²,0,,,,,,,,,
2.800.000,21921025,Rio de Janeiro,Cocotá,Rua Tenente Cleto Campelo,R$ 0,R$ 1.406,620m²,5 ou mais,,,,,,,,,
180.000,25520110,São João de Meriti,Agostinho Porto,Rua Guimarães - até 139/140,R$ 0,R$ 0,,1,80m²,1,Padrão,,"Área de serviço, Varanda",,,,
6.500,20540088,Rio de Janeiro,Tijuca,Praça Varnhagen,R$ 0,R$ 300,,,,5 ou mais,Padrão,R$ 6.500,,,200m²,,
10.000,24342702,Niterói,Serra Grande,Avenida Central Ewerton Xavier,R$ 0,R$ 2.680,2400m²,,,,Terrenos,,,,,,
550,21041040,Rio de Janeiro,Bonsucesso,Avenida Nova York,R$ 325,R$ 40,28m²,0,,,,,,,,,
230.000,23860000,Mangaratiba,,,R$ 1.000,R$ 100,,1,34m²,1,Loft,,,,,,
20.000,22410040,Rio de Janeiro,Ipanema,Rua Maria Quitéria,R$ 1.100,R$ 1.200,50m²,0,,,,,,,,,
110.000,25540400,São João de Meriti,Coelho da Rocha,Rodovia Presidente Dutra - de 8019 a 9499 - lado ímpar (trech,R$ 0,R$ 14.143,2900m²,5 ou mais,,,,,,,,,
15.000,22745270,Rio de Janeiro,Freguesia (Jacarepaguá),Rua Araguaia - até 998/0999,R$ 0,R$ 0,298m²,,,,,,,,,,
1.200,20720010,Rio de Janeiro,Méier,Rua Dias da Cruz - até 473 - lado ímpar,R$ 660,R$ 505,60m²,0,,,,,,,,,
20.000,22640904,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - até 1600 - lado par,R$ 4.535,R$ 2.858,180m²,3,,,,,,,,,
1.000,22410003,Rio de Janeiro,Ipanema,Rua Visconde de Pirajá - de 333 ao fim - lado ímpar,R$ 1.367,R$ 441,25m²,0,,,,,,,,,
900,22420040,Rio de Janeiro,Ipanema,Rua Prudente de Morais - até 1080 - lado par,R$ 0,R$ 0,,1,82m²,2,Padrão,R$ 900,"Academia, Ar condicionado, Mobiliado, Piscina, Varanda","Academia, Elevador, Piscina, Segurança 24h",,,
170.000,21921630,Rio de Janeiro,Cacuia,Rua Mileto Maciel,R$ 0,R$ 0,,1,,2,Padrão,,"Área de serviço, Churrasqueira",,160m²,,
400.000,22071020,Rio de Janeiro,Copacabana,Rua Djalma Ulrich,R$ 930,R$ 350,46m²,0,,,,,,,,,
24.500,22450001,Rio de Janeiro,Leblon,Avenida Visconde de Albuquerque - até 495 - lado ímpar,R$ 5.924,R$ 19.510,,3,243m²,4,Padrão,R$ 30.424,Ar condicionado,"Condomínio fechado, Elevador, Permitido animais, Portaria",,,
700.000,20520050,Rio de Janeiro,Tijuca,Rua Conde de Bonfim - até 0223 - lado ímpar,R$ 1.275,R$ 2.435,,1,120m²,2,Padrão,,,Elevador,,,
3.580,20040009,Rio de Janeiro,Centro,Avenida Rio Branco - de 221 ao fim - lado ímpar,R$ 1.074,R$ 568,85m²,0,,,,,,,,,
6.000,20031143,Rio de Janeiro,Centro,Rua México - de 150 ao fim - lado par,R$ 3.500,R$ 1.300,274m²,,,,,,,,,,
28.000,24040025,Niterói,Ponta D'Areia,Rua Coronel Miranda,R$ 0,R$ 0,1200m²,0,,,,,,,,,
1.500,23860000,Mangaratiba,,,R$ 0,R$ 0,,2,142m²,4,Padrão,R$ 1.500,"Ar condicionado, Área de serviço, Churrasqueira, Mobiliado, Piscina, Varanda","Condomínio fechado, Piscina",,,
950,20531080,Rio de Janeiro,Alto da Boa Vista,Estrada Velha da Tijuca - até 1169/1170,R$ 667,R$ 0,,1,45m²,1,Padrão,,,Elevador,,,
600,20040904,Rio de Janeiro,Centro,Avenida Rio Branco - de 221 ao fim - lado ímpar,R$ 632,R$ 210,30m²,0,,,,,,,,,
10.000,26010340,Nova Iguaçu,Vila Catia,Rua Tenório Cavalcanti,R$ 0,R$ 0,400m²,,,,,,,,,,
4.950,21931150,Rio de Janeiro,Jardim Guanabara,Praça Joaquim Francisco Lópes,R$ 0,R$ 707,,3,,4,Padrão,R$ 4.950,Piscina,Piscina,312m²,,
5.000,22021001,Rio de Janeiro,Copacabana,Avenida Atlântica - de 1662 a 2172 - lado par,R$ 0,R$ 0,,1,172m²,3,Cobertura,R$ 5.000,"Ar condicionado, Área de serviço","Elevador, Segurança 24h",,,
350,20071000,Rio de Janeiro,Centro,Avenida Presidente Vargas - de 330 a 590 - lado par,R$ 756,R$ 226,70m²,0,,,,,,,,,
8.500,21931380,Rio de Janeiro,Jardim Guanabara,,R$ 0,R$ 1.800,200m²,3,,,,,,,,,
5.200,22050002,Rio de Janeiro,Copacabana,Avenida Nossa Senhora de Copacabana - de 583 a 831 - lado ímpar,R$ 1.212,R$ 188,,0,74m²,1,Padrão,R$ 6.412,"Ar condicionado, Área de serviço, Armários na cozinha, Mobiliado","Permitido animais, Portaria",,,
1.000,23860000,Mangaratiba,,,R$ 0,R$ 0,,1,92m²,2,Padrão,R$ 1.000,"Ar condicionado, Área de serviço, Churrasqueira, Mobiliado, Piscina","Condomínio fechado, Elevador, Piscina",,,
9.800,20241250,Rio de Janeiro,Santa Teresa,Rua Santa Cristina,R$ 0,R$ 0,,0,,3,Padrão,R$ 9.800,Varanda,,353m²,,
3.200,22725200,Rio de Janeiro,Taquara,Rua Cláudio Bardy,R$ 512,R$ 103,,1,,3,Padrão,R$ 3.712,"Ar condicionado, Churrasqueira, Piscina, Porteiro 24h","Academia, Condomínio fechado, Permitido animais, Piscina",133m²,,
2.100,22040001,Rio de Janeiro,Copacabana,Rua Barata Ribeiro - de 247 a 571 - lado ímpar,R$ 1.033,R$ 140,,,50m²,1,,,,,,,
950.000,21931170,Rio de Janeiro,Jardim Guanabara,Rua Conquista,R$ 0,R$ 0,,3,220m²,3,Padrão,,"Ar condicionado, Área de serviço, Mobiliado",Elevador,,,
1.000,23860000,Mangaratiba,,,R$ 0,R$ 0,,1,50m²,2,Padrão,R$ 1.000,"Ar condicionado, Área de serviço, Churrasqueira, Piscina, Varanda","Condomínio fechado, Elevador, Piscina",,,
1.300,23860000,Mangaratiba,,,R$ 0,R$ 0,,1,130m²,3,Padrão,R$ 1.300,"Ar condicionado, Área de serviço, Churrasqueira, Mobiliado, Piscina","Condomínio fechado, Elevador, Piscina",,,
2.200,22775003,Rio de Janeiro,Barra da Tijuca,Avenida Ayrton Senna - de 662 a 3200 - lado par,R$ 1.260,R$ 265,,1,72m²,2,,,,,,,
2.000,22740300,Rio de Janeiro,Pechincha,Rua Ana Silva,R$ 400,R$ 110,,1,,3,Padrão,R$ 2.400,,"Condomínio fechado, Permitido animais, Portão eletrônico",110m²,,
4.500,20720010,Rio de Janeiro,Méier,Rua Dias da Cruz - até 473 - lado ímpar,R$ 790,R$ 0,64m²,0,,,,,,,,,
3.800,20260002,Rio de Janeiro,Rio Comprido,Rua Haddock Lobo - de 122 a 190 - lado par,R$ 0,R$ 500,90m²,0,,,,,,,,,
650,21921010,Rio de Janeiro,Cocotá,Rua Grana,R$ 650,R$ 0,,0,40m²,1,Padrão,R$ 1.300,,Elevador,,,
1.600,20521190,Rio de Janeiro,Tijuca,Beco Dehoul,R$ 35,R$ 45,,0,,1,Padrão,R$ 1.635,,Condomínio fechado,40m²,,
620.000,26255230,Nova Iguaçu,Centro,Avenida Doutor Mário Guimarães,R$ 1.300,R$ 200,,1,103m²,1,Padrão,,,,,,
10.000,21540020,Rio de Janeiro,Rocha Miranda,Rua dos Topázios,R$ 0,R$ 948,270m²,,,,,,,,,,
15.000,22210065,Rio de Janeiro,Flamengo,Praia do Flamengo - de 195/196 ao fim,R$ 5.400,R$ 10.558,,1,305m²,4,Padrão,R$ 20.400,,"Elevador, Permitido animais, Portaria",,,
1.285.000,21940480,Rio de Janeiro,Jardim Guanabara,Rua Uca,R$ 900,R$ 500,,2,148m²,4,Padrão,,"Área de serviço, Churrasqueira, Piscina, Varanda","Elevador, Piscina",,,
500,20050002,Rio de Janeiro,Centro,Rua Sete de Setembro - de 084 ao fim - lado par,R$ 500,R$ 187,31m²,0,,,,,,,,,
87.142,25085375,Duque de Caxias,Parque Duque,Avenida OL 3,R$ 16.358,R$ 4.396,3961m²,5 ou mais,,,,,,,,,
1.500,21921630,Rio de Janeiro,Cacuia,Rua Mileto Maciel,R$ 0,R$ 0,,1,,2,Padrão,R$ 1.500,"Área de serviço, Churrasqueira",,160m²,,
400,20020050,Rio de Janeiro,Centro,Avenida Churchill,R$ 942,R$ 287,70m²,,,,,,,,,,
800,23080000,Rio de Janeiro,Campo Grande,Rua Campo Grande - de 996/997 a 1646/1647,R$ 100,R$ 35,,0,50m²,1,Padrão,R$ 900,Área de serviço,Permitido animais,,,
14.000,21931242,Rio de Janeiro,Cacuia,Estrada do Galeão - até 646 - lado par,R$ 0,R$ 0,340m²,0,,,,,,,,,
25.000,22785070,Rio de Janeiro,Vargem Grande,Rua Cleanto Paiva Leite,R$ 0,R$ 0,5000m²,,,,Terrenos,,,,,,
1.050,22071020,Rio de Janeiro,Copacabana,Rua Djalma Ulrich,R$ 930,R$ 350,46m²,0,,,,,,,,,
1.800,26250160,Nova Iguaçu,Centro,Rua Rita Gonçalves,R$ 774,R$ 195,,1,120m²,1,Padrão,R$ 2.574,Ar condicionado,,,,
3.000,21931383,Rio de Janeiro,Jardim Guanabara,Estrada do Galeão - de 405 a 1475 - lado ímpar,R$ 795,R$ 250,105m²,1,,,,,,,,,
8.000,21921650,Rio de Janeiro,Cacuia,Rua Coatata,R$ 0,R$ 90,500m²,,,,Terrenos,,,,,,
6.300,22630012,Rio de Janeiro,Barra da Tijuca,Avenida Lúcio Costa - de 5000 a 6378 - lado par,R$ 0,R$ 0,,2,80m²,2,Padrão,R$ 6.300,"Academia, Ar condicionado, Churrasqueira, Piscina","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Salão de festas",,,
3.000.000,26010340,Nova Iguaçu,Vila Catia,Rua Tenório Cavalcanti,R$ 0,R$ 0,400m²,,,,,,,,,,
1.200,21930280,Rio de Janeiro,Pitangueiras,Rua Afonso Cláudio,R$ 395,R$ 0,,1,58m²,1,Padrão,R$ 1.595,Churrasqueira,Salão de festas,,,
11.000,20030015,Rio de Janeiro,Centro,Rua Araújo Porto Alegre - de 38 ao fim - lado par,R$ 2.375,R$ 2.199,200m²,0,,,,,,,,,
170.000,20050002,Rio de Janeiro,Centro,Rua Sete de Setembro - de 084 ao fim - lado par,R$ 500,R$ 187,31m²,0,,,,,,,,,
1.350,20031913,Rio de Janeiro,Centro,Avenida Almirante Barroso - até 63 - lado ímpar,R$ 680,R$ 315,48m²,,,,,,,,,,
800,22420040,Rio de Janeiro,Ipanema,Rua Prudente de Morais - até 1080 - lado par,R$ 0,R$ 0,,1,80m²,2,Padrão,R$ 800,"Academia, Ar condicionado, Mobiliado, Piscina, Varanda","Academia, Elevador, Piscina, Segurança 24h",,,
550,22410003,Rio de Janeiro,Ipanema,Rua Visconde de Pirajá - de 333 ao fim - lado ímpar,R$ 0,R$ 0,,0,35m²,1,Padrão,R$ 550,"Ar condicionado, Área de serviço, Mobiliado","Elevador, Segurança 24h",,,
5.000.000,22785070,Rio de Janeiro,Vargem Grande,Rua Cleanto Paiva Leite,R$ 0,R$ 0,5000m²,,,,Terrenos,,,,,,
2.000,22060001,Rio de Janeiro,Copacabana,Avenida Nossa Senhora de Copacabana - de 833 a 1107 - lado ímpar,R$ 1.757,R$ 1.049,92m²,0,,,,,,,,,
7.500,22210050,Rio de Janeiro,Flamengo,Rua Correa Dutra,R$ 0,R$ 1.600,200m²,,,,,,,,,,
220.000,20715900,Rio de Janeiro,Engenho Novo,Rua Araújo Leitão,R$ 918,R$ 0,,1,58m²,1,Padrão,,Churrasqueira,"Condomínio fechado, Elevador, Permitido animais, Portaria, Salão de festas",,,
1.000,22770105,Rio de Janeiro,Pechincha,Rua Retiro dos Artistas - de 932 ao fim - lado par,R$ 750,R$ 0,,1,52m²,2,,,,,,,
2.800,21931420,Rio de Janeiro,Jardim Carioca,Rua Sargento João Lópes,R$ 0,R$ 0,,1,,1,Padrão,R$ 2.800,Varanda,,90m²,,
910.000,21940010,Rio de Janeiro,Jardim Guanabara,Rua Abélia,R$ 700,R$ 3.500,,2,109m²,3,Padrão,,"Área de serviço, Varanda",Elevador,,,
3.000,20040918,Rio de Janeiro,Centro,Avenida Rio Branco - de 163 a 185 - lado ímpar,R$ 964,R$ 924,80m²,0,,,,,,,,,
175.000,21921630,Rio de Janeiro,Cacuia,,R$ 0,R$ 153,30m²,0,,,,,,,,,
800.000,21921650,Rio de Janeiro,Cacuia,Rua Coatata,R$ 0,R$ 90,500m²,,,,Terrenos,,,,,,
220.000,26261220,Nova Iguaçu,da Luz,Rua Ministro Lafaiete de Andrade,R$ 455,R$ 45,,1,50m²,1,Padrão,,"Área de serviço, Churrasqueira, Piscina","Elevador, Piscina, Salão de festas",,,
660,21931242,Rio de Janeiro,Cacuia,Estrada do Galeão - até 646 - lado par,R$ 650,R$ 148,36m²,0,,,,,,,,,
4.500.000,22210065,Rio de Janeiro,Flamengo,Praia do Flamengo - de 195/196 ao fim,R$ 5.400,R$ 10.558,,1,305m²,4,Padrão,,,"Elevador, Permitido animais, Portaria",,,
1.200,21311310,Rio de Janeiro,Quintino Bocaiúva,Rua Bernardo Guimarães,R$ 0,R$ 0,,,65m²,1,Padrão,R$ 1.200,,"Condomínio fechado, Permitido animais",,,
8.000,24220120,Niterói,Icaraí,Rua Mariz e Barros - lado ímpar,R$ 990,R$ 920,185m²,0,,,,,,,,,
19.000,22460020,Rio de Janeiro,Jardim Botânico,Rua Visconde de Carandaí,R$ 0,R$ 568,,3,,3,Padrão,R$ 19.000,Varanda,,215m²,,
1.450.000,22745270,Rio de Janeiro,Freguesia (Jacarepaguá),Rua Araguaia - até 998/0999,R$ 0,R$ 0,298m²,,,,,,,,,,
7.000,22775028,Rio de Janeiro,Jacarepaguá,Avenida Almirante Júlio de Sá Bierrenbach,R$ 1.920,R$ 452,90m²,3,,,,,,,,,
400,22010010,Rio de Janeiro,Leme,Rua Gustavo Sampaio - lado par,R$ 0,R$ 0,,,50m²,2,Padrão,R$ 400,,"Elevador, Portaria",,,
600,20020050,Rio de Janeiro,Centro,Avenida Churchill,R$ 1.883,R$ 573,140m²,,,,,,,,,,
8.580,22790702,Rio de Janeiro,Recreio dos Bandeirantes,Avenida das Américas - de 12004 a 15596 - lado par,R$ 2.993,R$ 1.649,143m²,1,,,,,,,,,
1.200,26265190,Nova Iguaçu,Jardim Alvorada,Rua Luísa Dias Martins,R$ 0,R$ 0,,1,45m²,1,Padrão,R$ 1.200,"Academia, Ar condicionado, Churrasqueira, Piscina","Academia, Condomínio fechado, Permitido animais, Piscina, Portaria, Salão de festas",,,
741.055,21941590,Rio de Janeiro,Galeão,,R$ 95.278,R$ 0,20642m²,,,,,,,,,,
30.000.000,21931524,Rio de Janeiro,Jardim Carioca,Estrada do Galeão - de 1502 a 2220 - lado par,R$ 0,R$ 2.243,8000m²,,,,Terrenos,,,,,,
500,26574640,Mesquita,BNH,Avenida Robert Kennedy,R$ 0,R$ 0,30m²,,,,,,,,,,
5.210,21931170,Rio de Janeiro,Jardim Guanabara,Rua Conquista,R$ 0,R$ 0,,3,220m²,3,Padrão,R$ 5.210,"Ar condicionado, Área de serviço, Mobiliado",Elevador,,,
2.000,21921610,Rio de Janeiro,Jardim Carioca,Rua Combu,R$ 0,R$ 0,,,,,Terrenos,,,,,,
1.400.000,21921001,Rio de Janeiro,Cacuia,Estrada da Cacuiá - de 686/687 ao fim,R$ 0,R$ 1.856,674m²,3,,,,,,,,,
